org,model,pair,language,direction_label,cosine_similarity,path_correct,path_incorrect
bigscience,bloom-1b1,1pl-2pl,catalan,1plto2pl,0.9291869315980095,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/results/bigscience/bloom-1b1/1pl-2pl/catalan/attn_head_out_all_pos_patch_results_1plto2pl_catalan.pt,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/incorrect/results/bigscience/bloom-1b1/1pl-2pl/catalan/attn_head_out_all_pos_patch_results_1plto2pl_catalan.pt
bigscience,bloom-1b1,1pl-2pl,catalan,2plto1pl,0.9057045530937703,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/results/bigscience/bloom-1b1/1pl-2pl/catalan/attn_head_out_all_pos_patch_results_2plto1pl_catalan.pt,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/incorrect/results/bigscience/bloom-1b1/1pl-2pl/catalan/attn_head_out_all_pos_patch_results_2plto1pl_catalan.pt
bigscience,bloom-1b1,1pl-2pl,english,1plto2pl,0.8799834041629524,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/results/bigscience/bloom-1b1/1pl-2pl/english/attn_head_out_all_pos_patch_results_1plto2pl_english.pt,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/incorrect/results/bigscience/bloom-1b1/1pl-2pl/english/attn_head_out_all_pos_patch_results_1plto2pl_english.pt
bigscience,bloom-1b1,1pl-2pl,english,2plto1pl,0.8734878104353535,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/results/bigscience/bloom-1b1/1pl-2pl/english/attn_head_out_all_pos_patch_results_2plto1pl_english.pt,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/incorrect/results/bigscience/bloom-1b1/1pl-2pl/english/attn_head_out_all_pos_patch_results_2plto1pl_english.pt
bigscience,bloom-1b1,1pl-2pl,french,1plto2pl,0.8892779110095695,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/results/bigscience/bloom-1b1/1pl-2pl/french/attn_head_out_all_pos_patch_results_1plto2pl_french.pt,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/incorrect/results/bigscience/bloom-1b1/1pl-2pl/french/attn_head_out_all_pos_patch_results_1plto2pl_french.pt
bigscience,bloom-1b1,1pl-2pl,french,2plto1pl,0.8927267027148161,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/results/bigscience/bloom-1b1/1pl-2pl/french/attn_head_out_all_pos_patch_results_2plto1pl_french.pt,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/incorrect/results/bigscience/bloom-1b1/1pl-2pl/french/attn_head_out_all_pos_patch_results_2plto1pl_french.pt
bigscience,bloom-1b1,1pl-2pl,italian,1plto2pl,0.4606610686666101,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/results/bigscience/bloom-1b1/1pl-2pl/italian/attn_head_out_all_pos_patch_results_1plto2pl_italian.pt,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/incorrect/results/bigscience/bloom-1b1/1pl-2pl/italian/attn_head_out_all_pos_patch_results_1plto2pl_italian.pt
bigscience,bloom-1b1,1pl-2pl,italian,2plto1pl,0.09065261717511719,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/results/bigscience/bloom-1b1/1pl-2pl/italian/attn_head_out_all_pos_patch_results_2plto1pl_italian.pt,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/incorrect/results/bigscience/bloom-1b1/1pl-2pl/italian/attn_head_out_all_pos_patch_results_2plto1pl_italian.pt
bigscience,bloom-1b1,1pl-2pl,portuguese,1plto2pl,0.963615673555577,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/results/bigscience/bloom-1b1/1pl-2pl/portuguese/attn_head_out_all_pos_patch_results_1plto2pl_portuguese.pt,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/incorrect/results/bigscience/bloom-1b1/1pl-2pl/portuguese/attn_head_out_all_pos_patch_results_1plto2pl_portuguese.pt
bigscience,bloom-1b1,1pl-2pl,portuguese,2plto1pl,0.8425646170273497,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/results/bigscience/bloom-1b1/1pl-2pl/portuguese/attn_head_out_all_pos_patch_results_2plto1pl_portuguese.pt,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/incorrect/results/bigscience/bloom-1b1/1pl-2pl/portuguese/attn_head_out_all_pos_patch_results_2plto1pl_portuguese.pt
bigscience,bloom-1b1,1pl-2pl,spanish,1plto2pl,0.9749599885495768,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/results/bigscience/bloom-1b1/1pl-2pl/spanish/attn_head_out_all_pos_patch_results_1plto2pl_spanish.pt,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/incorrect/results/bigscience/bloom-1b1/1pl-2pl/spanish/attn_head_out_all_pos_patch_results_1plto2pl_spanish.pt
bigscience,bloom-1b1,1pl-2pl,spanish,2plto1pl,0.9740358685016554,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/results/bigscience/bloom-1b1/1pl-2pl/spanish/attn_head_out_all_pos_patch_results_2plto1pl_spanish.pt,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/incorrect/results/bigscience/bloom-1b1/1pl-2pl/spanish/attn_head_out_all_pos_patch_results_2plto1pl_spanish.pt
bigscience,bloom-1b1,1pl-2pl,swedish,1plto2pl,0.682414453139795,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/results/bigscience/bloom-1b1/1pl-2pl/swedish/attn_head_out_all_pos_patch_results_1plto2pl_swedish.pt,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/incorrect/results/bigscience/bloom-1b1/1pl-2pl/swedish/attn_head_out_all_pos_patch_results_1plto2pl_swedish.pt
bigscience,bloom-1b1,1pl-2pl,swedish,2plto1pl,0.747793560402243,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/results/bigscience/bloom-1b1/1pl-2pl/swedish/attn_head_out_all_pos_patch_results_2plto1pl_swedish.pt,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/incorrect/results/bigscience/bloom-1b1/1pl-2pl/swedish/attn_head_out_all_pos_patch_results_2plto1pl_swedish.pt
bigscience,bloom-1b1,1sg-1pl,catalan,1plto1sg,0.6937143207398063,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/results/bigscience/bloom-1b1/1sg-1pl/catalan/attn_head_out_all_pos_patch_results_1plto1sg_catalan.pt,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/incorrect/results/bigscience/bloom-1b1/1sg-1pl/catalan/attn_head_out_all_pos_patch_results_1plto1sg_catalan.pt
bigscience,bloom-1b1,1sg-1pl,catalan,1sgto1pl,0.6450384597757418,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/results/bigscience/bloom-1b1/1sg-1pl/catalan/attn_head_out_all_pos_patch_results_1sgto1pl_catalan.pt,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/incorrect/results/bigscience/bloom-1b1/1sg-1pl/catalan/attn_head_out_all_pos_patch_results_1sgto1pl_catalan.pt
bigscience,bloom-1b1,1sg-1pl,english,1plto1sg,0.4573332098936586,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/results/bigscience/bloom-1b1/1sg-1pl/english/attn_head_out_all_pos_patch_results_1plto1sg_english.pt,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/incorrect/results/bigscience/bloom-1b1/1sg-1pl/english/attn_head_out_all_pos_patch_results_1plto1sg_english.pt
bigscience,bloom-1b1,1sg-1pl,english,1sgto1pl,-0.6128899852775589,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/results/bigscience/bloom-1b1/1sg-1pl/english/attn_head_out_all_pos_patch_results_1sgto1pl_english.pt,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/incorrect/results/bigscience/bloom-1b1/1sg-1pl/english/attn_head_out_all_pos_patch_results_1sgto1pl_english.pt
bigscience,bloom-1b1,1sg-1pl,french,1plto1sg,0.800677681269272,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/results/bigscience/bloom-1b1/1sg-1pl/french/attn_head_out_all_pos_patch_results_1plto1sg_french.pt,/home/lis.isabella.gidi/jsalt2025/src/experiments/mega_automation_edited/incorrect/results/bigscience/bloom-1b1/1sg-1pl/french/attn_head_out_all_pos_patch_results_1plto1sg_french.pt
